Unnamed: 0,Composition,MaterialId,Reduced Formula,Elements,NSites,Volume,Density,Point Group,Space Group,Space Group Number,Crystal System,Corrected Energy,Formation Energy Per Atom,Decomposition Energy Per Atom,Dimensionality Cheon,Bandgap,Is Train,Decomposition Energy Per Atom All,Decomposition Energy Per Atom Relative,Decomposition Energy Per Atom MP,Decomposition Energy Per Atom MP OQMD
177769,Ir6Lu1Na1Si14,764d089f3c,NaLu(Si7Ir3)2,"['Na', 'Si', 'Lu', 'Ir']",22,336.1351,8.6178,-3,R-3,148,trigonal,-148.0043,-0.5989,-0.0412,,0.0275,,0.0,,-0.041,-0.0409
178855,Al12Na1Ru8Si12Tm5,770990872d,NaTm5Al12(Si3Ru2)4,"['Na', 'Al', 'Si', 'Ru', 'Tm']",38,592.8819,6.5455,mm2,Amm2,38,orthorhombic,-232.7878,-0.6537,-0.0206,,0.0026,,-0.0,,-0.0205,-0.0205
179181,Au41Na26Si14,7742a3cd1b,Na26Si14Au41,"['Na', 'Si', 'Au']",81,1527.5525,9.8559,mmm,Immm,71,orthorhombic,-270.2707,-0.3159,-0.0141,,,,0.0,,-0.0141,-0.007
179583,Be2Cu16Na2Si8,778e3a1649,NaBe(Cu2Si)4,"['Be', 'Na', 'Si', 'Cu']",28,370.1161,5.8568,4/mmm,I4/mcm,140,tetragonal,-121.6399,-0.0902,-0.035,,0.0104,,0.0,,-0.0347,-0.0341
179996,Ir8Na3Si24Yb3,77d08d31a8,Na3Yb3(Si3Ir)8,"['Na', 'Si', 'Yb', 'Ir']",38,616.6169,7.54,2,C2,5,monoclinic,-228.9835,-0.5127,-0.0599,,0.0141,,0.0,,-0.0595,-0.019
180173,Na4O16Si4Tm4,77ee1ef183,NaTmSiO4,"['O', 'Na', 'Si', 'Tm']",28,366.8004,5.1429,mmm,Pnma,62,orthorhombic,-219.0541,-3.3926,-0.0451,,4.3346,,0.0,,-0.0451,-0.024
180192,Cs7Na8P12Rb5Si4,77f0fea692,Cs7Rb5Na8(SiP3)4,"['Na', 'Si', 'P', 'Rb', 'Cs']",36,1069.3596,3.1455,1,P1,1,triclinic,-122.5376,-0.3924,-0.0126,,1.1691,,0.0,,-0.0126,-0.0061
180364,La9Na1Si4Sn2,780c12b369,NaLa9(Si2Sn)2,"['Na', 'Si', 'Sn', 'La']",16,478.7415,5.6291,4/m,I4/m,87,tetragonal,-85.6366,-0.6356,-0.0256,,0.0038,,0.0,,-0.0253,-0.0246
180762,Na12Se12Si4,78527fa813,Na3SiSe3,"['Na', 'Si', 'Se']",28,718.1077,3.0887,2/m,P2_1/c,14,monoclinic,-111.1802,-1.1306,-0.0045,,2.5175,,0.0,,-0.0045,-0.0037
181065,Dy1Ir19Na4Si12,78852254b4,Na4DySi12Ir19,"['Na', 'Si', 'Dy', 'Ir']",36,565.0499,12.4709,mm2,Amm2,38,orthorhombic,-266.1943,-0.6462,-0.0888,,0.0025,,0.0,,-0.0883,-0.0739
183337,Ho4Na4O16Si4,7a023c035d,NaHoSiO4,"['O', 'Na', 'Si', 'Ho']",28,374.1297,4.9711,mmm,Pnma,62,orthorhombic,-219.0003,-3.3754,-0.0453,,4.2898,,0.0,,-0.0453,-0.0315
183385,In1Na3P12Si12,7a0ac94843,Na3In(SiP)12,"['Na', 'Si', 'P', 'In']",28,626.478,2.3657,m,Pm,6,monoclinic,-142.6824,-0.2107,-0.0275,,0.9926,,0.0,,-0.0275,-0.0015
183655,Lu7Na1Si16W12,7a3af53744,NaLu7(Si4W3)4,"['Na', 'Si', 'Lu', 'W']",36,589.5974,10.993,1,P1,1,triclinic,-293.1837,-0.4976,-0.0708,,0.0006,,-0.0,,-0.0707,-0.0706
183682,Ge1Ir2Na2Si1,7a3fb19bb7,Na2SiGeIr2,"['Na', 'Si', 'Ge', 'Ir']",6,113.8414,7.7474,4mm,P4mm,99,tetragonal,-32.8051,-0.4217,-0.0621,,,,0.0,,-0.0621,-0.0327
184820,Ir6Na1Si14Th1,7afc80da21,NaTh(Si7Ir3)2,"['Na', 'Si', 'Ir', 'Th']",22,342.9466,8.7229,-3,R-3,148,trigonal,-151.0083,-0.6039,-0.0319,,0.0294,,0.0,,-0.0317,-0.0316
186347,Cu18Na2Si8,7bfa630a39,NaCu9Si4,"['Na', 'Si', 'Cu']",28,382.4836,6.141,4/mmm,I4/mcm,140,tetragonal,-121.7202,-0.0674,-0.0191,,,,0.0,,-0.0188,-0.0181
186670,Na1Pr9Si4Sn2,7c39228e4c,NaPr9(Si2Sn)2,"['Na', 'Si', 'Sn', 'Pr']",16,461.0956,5.9094,4/m,I4/m,87,tetragonal,-83.9182,-0.6154,-0.0272,,0.0032,,0.0,,-0.0269,-0.0264
187249,Ir19Na5P8Si4,7c979f9b2f,Na5Si4P8Ir19,"['Na', 'Si', 'P', 'Ir']",36,548.5495,12.4936,m,Pm,6,monoclinic,-259.4557,-0.5529,-0.1134,,0.0113,,0.0,,-0.1134,-0.0799
187570,Ir19Na5P2Si10,7ccd640970,Na5Si10P2Ir19,"['Na', 'Si', 'P', 'Ir']",36,558.8028,12.2129,mm2,Amm2,38,orthorhombic,-260.5333,-0.5809,-0.099,,0.0009,,0.0,,-0.099,-0.0867
187639,Ir4Na3P3Si1,7cdb3aa1c9,Na3SiP3Ir4,"['Na', 'Si', 'P', 'Ir']",11,196.9781,8.0831,3m,R3m,160,trigonal,-67.0407,-0.5504,-0.0875,,0.0106,,0.0,,-0.0875,-0.0222
190169,Na12S14Si4,7e904b54af,Na6Si2S7,"['Na', 'Si', 'S']",30,689.076,2.0173,2/m,C2/c,15,monoclinic,-134.455,-1.2991,-0.0891,,3.0662,,0.0,,-0.0891,-0.0156
190199,Na2Nb20O38Si2,7e936e607d,NaNb10SiO19,"['O', 'Na', 'Si', 'Nb']",62,788.3881,5.4094,6,P6_3,173,hexagonal,-576.6904,-2.7925,-0.0069,,,,-0.0,,-0.0069,-0.0069
190283,Ac16Na3Si16Yb1,7ea224354a,Na3Ac16YbSi16,"['Na', 'Si', 'Yb', 'Ac']",36,1079.7916,6.6486,m,Pm,6,monoclinic,-176.601,-0.5097,-0.321,,0.0028,,0.0,,-0.3206,-0.2427
191448,Ir8Na5Si24Yb1,7f6ff7b5f5,Na5Yb(Si3Ir)8,"['Na', 'Si', 'Yb', 'Ir']",38,615.1522,6.7479,2,C2,5,monoclinic,-224.9898,-0.419,-0.0322,,0.0144,,0.0,,-0.0316,-0.018
191450,Ac16Na4Si16,7f70305c9c,Na(AcSi)4,"['Na', 'Si', 'Ac']",36,1080.214,6.4154,mmm,Pnma,62,orthorhombic,-175.8145,-0.4939,-0.3231,,0.0049,,0.0,,-0.3226,-0.2389
191791,As8Na16Si1Zr1,7fa9eb30ac,Na16ZrSiAs8,"['Na', 'Si', 'As', 'Zr']",26,674.5164,2.6748,-43m,F-43m,216,cubic,-85.0764,-0.4873,-0.0165,,0.5091,,0.0,,-0.0165,-0.0147
191899,Li4Mo1Na4O60Si24Zr3,7fb9fe1840,Na4Li4Zr3Si24MoO60,"['Li', 'O', 'Na', 'Si', 'Zr', 'Mo']",96,1317.2303,2.6768,2,C2,5,monoclinic,-782.1858,-3.1839,-0.0019,,,,0.0,,-0.0019,-0.0007
192419,Ca1Na1Pd6Si4,80136c1af6,NaCa(Si2Pd3)2,"['Na', 'Si', 'Ca', 'Pd']",12,204.1456,6.6206,mm2,Imm2,44,orthorhombic,-64.6472,-0.7115,-0.0226,,0.0063,,0.0,,-0.0226,-0.01
192533,Na3P4Pd20Si2,80276d6e52,Na3Si2(PPd5)4,"['Na', 'Si', 'P', 'Pd']",29,454.6004,8.6842,4/mmm,I4/mmm,139,tetragonal,-155.1536,-0.5197,-0.0815,,,,0.0,,-0.0815,-0.0647
192936,Na2Nd2S8Si2,806a43ab83,NaNdSiS4,"['Na', 'Si', 'S', 'Nd']",14,337.5658,3.1835,2,P2_1,4,monoclinic,-79.0034,-1.6343,-0.021,,2.6304,,0.0,,-0.021,-0.021
193893,Na2Nd1Pr1Se8Si2,810e3b7ebc,Na2PrNd(SiSe4)2,"['Na', 'Si', 'Se', 'Pr', 'Nd']",14,389.2804,4.3466,1,P1,1,triclinic,-71.0491,-1.4312,-0.0119,,2.1552,,0.0,,-0.0119,-0.0113
194305,Ca2Na1Pt6Si10Y1,815219271b,NaCa2Y(Si5Pt3)2,"['Na', 'Si', 'Ca', 'Y', 'Pt']",20,347.8498,7.8452,m,Cm,8,monoclinic,-117.9306,-0.7726,-0.0218,,,,0.0,,-0.0216,-0.0073
194869,Ir19Na4Si12Sr1,81b3748374,Na4SrSi12Ir19,"['Na', 'Si', 'Sr', 'Ir']",36,569.701,12.1508,mm2,Amm2,38,orthorhombic,-261.526,-0.5976,-0.0962,,0.0042,,-0.0,,-0.0957,-0.0613
195852,As12Na20Si1Ti3,82515578e5,Na20Ti3SiAs12,"['Na', 'Si', 'Ti', 'As']",36,855.0728,2.9723,1,P1,1,triclinic,-130.5131,-0.5289,-0.006,,0.5861,,0.0,,-0.006,-0.0045
196008,Li6Na10S16Si4,826c787bc9,Na5Li3(SiS4)2,"['Li', 'Na', 'Si', 'S']",36,737.2164,2.0203,2/m,C2/c,15,monoclinic,-161.2914,-1.3536,-0.0687,,2.8877,,0.0,,-0.0687,-0.0206
196070,Fe2Na4O20Si8,827684fe66,Na2Fe(Si2O5)2,"['O', 'Na', 'Si', 'Fe']",34,460.2017,2.7002,-1,P-1,2,triclinic,-262.5902,-2.8823,-0.0058,,2.9276,,0.0,,-0.0058,-0.0057
197718,Ir8Na1Si24Yb5,8395028a11,NaYb5(Si3Ir)8,"['Na', 'Si', 'Yb', 'Ir']",38,619.3096,8.3119,2,C2,5,monoclinic,-232.6536,-0.5978,-0.0791,,0.0043,,0.0,,-0.079,-0.0116
197812,Na2Pt4Si4Sr1,83a51e2662,Na2Sr(SiPt)4,"['Na', 'Si', 'Sr', 'Pt']",11,214.5122,7.9444,-42m,I-42m,121,tetragonal,-58.2582,-0.7217,-0.0845,,0.0305,,-0.0,,-0.0837,-0.0195
197922,Na1Rh6Si4,83b9f9e4c2,Na(Si2Rh3)2,"['Na', 'Si', 'Rh']",11,160.9653,7.7656,-6m2,P-6m2,187,hexagonal,-75.3857,-0.7433,-0.007,,0.0212,,0.0,,-0.0066,-0.0066
199022,Cr1Na8P12Rb12Si3,847850b754,Rb12Na8Cr(SiP4)3,"['Na', 'Si', 'P', 'Cr', 'Rb']",36,1020.3809,2.795,2,C2,5,monoclinic,-126.5935,-0.3711,-0.0398,,,,0.0,,-0.0398,-0.0041
200312,Eu1Na4Se6Si2,85594a2f04,Na4Eu(SiSe3)2,"['Na', 'Si', 'Se', 'Eu']",13,338.0285,3.8015,2,C2,5,monoclinic,-64.2419,-1.2949,-0.0354,,0.6916,,0.0,,-0.0354,-0.0315
200913,Er2Na1P3Pd20Si3,85c0ebd44d,NaEr2Si3P3Pd20,"['Na', 'Si', 'P', 'Pd', 'Er']",29,458.8241,9.638,mm2,Fmm2,42,orthorhombic,-167.2578,-0.7133,-0.0352,,,,-0.0,,-0.035,-0.029
201772,Na2S8Si2Sm2,865208e48c,NaSmSiS4,"['Na', 'Si', 'S', 'Sm']",14,332.4042,3.294,2,P2_1,4,monoclinic,-78.7728,-1.6249,-0.0106,,2.6679,,0.0,,-0.0106,-0.0106
202005,As3Na1Pd20Pr2Si3,8678116089,NaPr2Si3As3Pd20,"['Na', 'Si', 'As', 'Pd', 'Pr']",29,486.5341,9.3592,mm2,Fmm2,42,orthorhombic,-163.3901,-0.6433,-0.0387,,,,0.0,,-0.0387,-0.0363
202060,Ir19Na1Si12Tb4,8683c6a5e8,NaTb4Si12Ir19,"['Na', 'Si', 'Tb', 'Ir']",36,570.2178,13.535,mm2,Amm2,38,orthorhombic,-284.9905,-0.8916,-0.1106,,0.008,,0.0,,-0.1105,-0.1007
204022,La2Na2S8Si2,87cdf0dc8b,NaLaSiS4,"['Na', 'Si', 'S', 'La']",14,341.6213,3.0938,2/m,P2_1/m,11,monoclinic,-79.9588,-1.6785,-0.0143,,2.6021,,0.0,,-0.0143,-0.0143
208461,Au2Ho1Na1Si2,8ab4180b6a,NaHo(SiAu)2,"['Na', 'Si', 'Ho', 'Au']",6,118.0599,8.974,mm2,Imm2,44,orthorhombic,-26.5874,-0.5473,-0.0723,,0.0072,,-0.0,,-0.0723,-0.0176
208845,Na1O1Si10Sr9,8af8d46773,NaSr9Si10O,"['O', 'Na', 'Si', 'Sr']",21,549.0844,3.3521,mmm,Immm,71,orthorhombic,-89.7472,-0.6673,-0.0288,,,,-0.0,,-0.0288,-0.0266
210330,Na2Pr2Se8Si2,8bf931d2d9,NaPrSiSe4,"['Na', 'Si', 'Se', 'Pr']",14,391.3123,4.3099,2,P2_1,4,monoclinic,-71.0758,-1.4322,-0.0149,,2.1554,,0.0,,-0.0149,-0.0143
210605,B24C2Na1Si2Y1,8c23763857,NaYSi2(B12C)2,"['B', 'C', 'Na', 'Si', 'Y']",30,251.9813,2.9757,m,Cm,8,monoclinic,-203.488,-0.203,-0.045,,,,0.0,,-0.045,-0.0447
210857,Cu18Ge1Na2Si7,8c4e598ccf,Na2Cu18Si7Ge,"['Na', 'Si', 'Cu', 'Ge']",28,385.0116,6.2928,m,Cm,8,monoclinic,-121.1618,-0.0761,-0.0168,,0.0056,,0.0,,-0.0166,-0.016
211426,As8Ca4Ge1Na8Si1,8cb1952f03,Na8Ca4SiGeAs8,"['Na', 'Si', 'Ca', 'Ge', 'As']",22,560.2068,3.0955,1,P1,1,triclinic,-80.5268,-0.6638,-0.0042,,0.4549,,0.0,,-0.0049,-0.0043
211604,Er1Ir19Na4P3Si9,8ccf2e5ebc,Na4ErSi9P3Ir19,"['Na', 'Si', 'P', 'Er', 'Ir']",36,556.8007,12.6957,mm2,Amm2,38,orthorhombic,-267.1627,-0.6752,-0.1134,,0.0074,,0.0,,-0.1134,-0.0939
211742,Ba1Na4Se6Si2,8ce66df6b7,BaNa4(SiSe3)2,"['Na', 'Si', 'Se', 'Ba']",13,357.9983,3.5216,2,C2,5,monoclinic,-55.9262,-1.2993,-0.0265,,2.6316,,0.0,,-0.0265,-0.0259
214947,Dy1Ir19Na4P6Si6,8efab65d56,Na4DySi6P6Ir19,"['Na', 'Si', 'P', 'Dy', 'Ir']",36,554.3701,12.7631,m,Pm,6,monoclinic,-266.3069,-0.6513,-0.1186,,0.0146,,0.0,,-0.1186,-0.0924
215717,Na2P4Pd20Si2Tb1,8f8501911a,Na2TbSi2(PPd5)4,"['Na', 'Si', 'P', 'Pd', 'Tb']",29,458.9205,9.0943,-42m,I-4m2,119,tetragonal,-161.1934,-0.6142,-0.0654,,,,0.0,,-0.0651,-0.0561
216676,Na8Se10Si4,902bf676ff,Na4Si2Se5,"['Na', 'Si', 'Se']",22,556.0556,3.2427,-1,P-1,2,triclinic,-91.5097,-1.1031,-0.0258,,2.5504,,0.0,,-0.0258,-0.0251
218452,Ir10Na1Pr4Si10,9157c3ee9b,NaPr4(SiIr)10,"['Na', 'Si', 'Pr', 'Ir']",25,433.7938,10.6786,4/m,I4/m,87,tetragonal,-186.9642,-0.955,-0.1352,,,,0.0,,-0.1352,-0.0028
219136,As6Na2Ni12Si1,91c9ec5894,Na2Si(Ni2As)6,"['Na', 'Si', 'Ni', 'As']",21,286.015,7.129,-6,P-6,174,hexagonal,-113.1743,-0.3708,-0.0375,,0.0013,,0.0,,-0.0375,-0.0313
220081,Na8P12Rb12Si3Ti1,92693403d4,Rb12Na8Ti(SiP4)3,"['Na', 'Si', 'P', 'Ti', 'Rb']",36,1021.4387,2.7854,2,C2,5,monoclinic,-126.7353,-0.4238,-0.0684,,,,0.0,,-0.0684,-0.0149
220240,As12Cs12Na8Si2Ti2,9285894d13,Cs6Na4TiSiAs6,"['Na', 'Si', 'Ti', 'As', 'Cs']",36,1207.9531,3.89,222,C222_1,20,orthorhombic,-121.588,-0.492,-0.0317,,0.8213,,0.0,,-0.0317,-0.0285
220921,As3Na1Rh6Si1,92fdf0be49,NaSi(AsRh2)3,"['Na', 'Si', 'As', 'Rh']",11,169.8411,8.7335,-6m2,P-6m2,187,hexagonal,-71.7371,-0.6206,-0.0836,,0.0061,,0.0,,-0.0836,-0.0567
221646,Au2Na1Si2Sm1,937c2b7cd4,NaSm(SiAu)2,"['Na', 'Si', 'Sm', 'Au']",6,121.2409,8.5389,mm2,Imm2,44,orthorhombic,-26.662,-0.5371,-0.0236,,0.0175,,0.0,,-0.0236,-0.0089
222084,Cs1Na3P12Si12,93c082ee0f,CsNa3(SiP)12,"['Na', 'Si', 'P', 'Cs']",28,651.7448,2.32,m,Pm,6,monoclinic,-142.4731,-0.2695,-0.0593,,1.482,,0.0,,-0.0593,-0.0333
222303,Au4Na1Nd7Si12,93e727b445,NaNd7(Si3Au)4,"['Na', 'Si', 'Nd', 'Au']",24,513.9132,6.9715,mmm,Cmmm,65,orthorhombic,-129.8013,-0.7041,-0.0301,,,,0.0,,-0.0301,-0.0159
222665,Ir10Na5Pt9Si12,9426f98d83,Na5Si12Ir10Pt9,"['Na', 'Si', 'Ir', 'Pt']",36,573.0157,11.968,mm2,Amm2,38,orthorhombic,-238.4387,-0.6583,-0.0751,,0.0047,,0.0,,-0.0748,-0.047
222996,C2Mo2Na6O14Si2,945e0f6fc8,Na3SiMoCO7,"['C', 'O', 'Na', 'Si', 'Mo']",26,334.7787,3.1447,2/m,P2_1/m,11,monoclinic,-188.6539,-2.3251,-0.0085,,,,0.0,,-0.0085,-0.0036
223666,Ce7Mo12Na1Si16,94cf1dd86a,NaCe7(Si4Mo3)4,"['Na', 'Si', 'Mo', 'Ce']",36,625.5145,6.914,1,P1,1,triclinic,-279.1128,-0.5363,-0.0509,,0.0008,,0.0,,-0.0508,-0.0416
226907,As12Na2Rb2Si12,96dd01f4d8,RbNa(SiAs)6,"['Na', 'Si', 'As', 'Rb']",28,723.8414,3.3333,2/m,P2/m,10,monoclinic,-132.0691,-0.2303,-0.0526,,1.3366,,0.0,,-0.0526,-0.0361
230522,Na4S6Si2Sn1,993e86c304,Na4Si2SnS6,"['Na', 'Si', 'S', 'Sn']",13,292.4296,2.6077,2,C2,5,monoclinic,-60.1356,-1.1667,-0.0547,,2.0573,,0.0,,-0.0547,-0.0108
230772,Na1Rh6Si14Zr1,996c9424aa,NaZr(Si7Rh3)2,"['Na', 'Si', 'Zr', 'Rh']",22,330.9505,5.6439,-3,R-3,148,trigonal,-141.7611,-0.5341,-0.002,,0.008,,0.0,,-0.0018,-0.0007
231090,Ir2Na2P1Si1,99a3f6044a,Na2SiPIr2,"['Na', 'Si', 'P', 'Ir']",6,111.2578,7.3055,4mm,P4mm,99,tetragonal,-34.2879,-0.5212,-0.0674,,0.0317,,0.0,,-0.0674,-0.036
231601,Er3Ir19Na2P7Si5,9a03131c60,Na2Er3Si5P7Ir19,"['Na', 'Si', 'P', 'Er', 'Ir']",36,555.8519,13.6138,m,Pm,6,monoclinic,-277.4771,-0.7828,-0.0822,,0.0073,,-0.0,,-0.0822,-0.0695
232210,Gd1Na2P4Pd20Si2,9a6c407ed3,Na2GdSi2(PPd5)4,"['Na', 'Si', 'P', 'Pd', 'Gd']",29,463.1168,9.0059,m,Cm,8,monoclinic,-170.5849,-0.6115,-0.0694,,,,0.0,,-0.0694,-0.063
234214,Al3Au1Na1Si2Tm2,9bc114cc18,NaTm2Al3Si2Au,"['Na', 'Al', 'Si', 'Tm', 'Au']",9,174.1824,6.6251,mm2,Amm2,38,orthorhombic,-40.362,-0.5252,-0.0059,,,,-0.0,,-0.0054,-0.0044
234837,Na3P12Rb1Si12,9c283db258,RbNa3(SiP)12,"['Na', 'Si', 'P', 'Rb']",28,643.7561,2.2265,m,Pm,6,monoclinic,-142.5783,-0.2702,-0.0679,,1.5466,,0.0,,-0.0679,-0.0358
235191,As1Na8P11Rb12Si4,9c62724627,Rb12Na8Si4AsP11,"['Na', 'Si', 'P', 'As', 'Rb']",36,1026.2626,2.8114,1,P1,1,triclinic,-122.4545,-0.3945,-0.0721,,,,0.0,,-0.0721,-0.0079
235281,Na1Pt4Si4,9c7422071c,Na(SiPt)4,"['Na', 'Si', 'Pt']",9,162.6772,9.3467,4,I4,79,tetragonal,-53.6938,-0.7096,-0.1192,,0.0199,,0.0,,-0.1187,-0.0782
235551,Na1Pt3Rh3Si4,9ca4f3367b,NaSi4(PtRh)3,"['Na', 'Si', 'Rh', 'Pt']",11,164.7877,10.3721,-6m2,P-6m2,187,hexagonal,-71.6035,-0.7522,-0.0536,,0.0019,,-0.0,,-0.0532,-0.0225
235642,Al24Na4Pt8Si1,9cb582f313,Na4Al24SiPt8,"['Na', 'Al', 'Si', 'Pt']",37,643.1035,6.0118,1,P1,1,triclinic,-171.9721,-0.6156,-0.0169,,,,-0.0,,-0.0169,-0.0164
236210,Na1Pt1Rh5Sc1Si14,9d17365651,NaScSi14PtRh5,"['Na', 'Si', 'Sc', 'Rh', 'Pt']",22,333.1551,5.8354,1,P1,1,triclinic,-138.5894,-0.5494,-0.0118,,,,0.0,,-0.0116,-0.0026
236497,Ir19Mg3Na2Si12,9d46cba456,Na2Mg3Si12Ir19,"['Na', 'Mg', 'Si', 'Ir']",36,558.0839,12.2232,-6m2,P-62m,189,hexagonal,-262.5631,-0.6134,-0.067,,0.0024,,0.0,,-0.0668,-0.0556
236678,Na4Se6Si2Sr1,9d6708236d,Na4Sr(SiSe3)2,"['Na', 'Si', 'Se', 'Sr']",13,340.7033,3.4581,2,C2,5,monoclinic,-55.7771,-1.3055,-0.0403,,2.8227,,0.0,,-0.0403,-0.0397
237246,As1Na20P11Si4,9dc46db544,Na20Si4AsP11,"['Na', 'Si', 'P', 'As']",36,773.5431,2.1204,1,P1,1,triclinic,-127.3352,-0.4161,-0.0025,,1.3538,,0.0,,-0.0025,-0.0023
238441,Na20P12Si3Ti1,9e8c53de2e,Na20Ti(SiP4)3,"['Na', 'Si', 'P', 'Ti']",36,773.745,2.068,1,P1,1,triclinic,-131.7183,-0.4482,-0.0069,,1.3076,,-0.0,,-0.0069,-0.0013
238589,B24C2Er1Na1Si2,9ea55acc98,NaErSi2(B12C)2,"['B', 'C', 'Na', 'Si', 'Er']",30,251.168,3.5033,m,Cm,8,monoclinic,-201.6286,-0.2043,-0.0454,,0.8004,,0.0,,-0.0454,-0.0447
239080,Ir2Na1Rh4Si4,9ef553aafb,NaSi4(IrRh2)2,"['Na', 'Si', 'Rh', 'Ir']",11,161.504,9.5763,mm2,Amm2,38,orthorhombic,-77.9499,-0.7084,-0.0427,,0.0117,,0.0,,-0.0423,-0.0388
239189,As12Ge1Na20Si1Zr2,9f092906ca,Na20Zr2SiGeAs12,"['Na', 'Si', 'Ge', 'As', 'Zr']",36,879.9957,3.0985,1,P1,1,triclinic,-127.5886,-0.5024,-0.0124,,0.7351,,0.0,,-0.0124,-0.0111
239323,In4Na4Si2Te12,9f1d3759a9,Na2In2SiTe6,"['Na', 'Si', 'In', 'Te']",22,818.1099,4.3408,m,Cc,9,monoclinic,-80.008,-0.6882,-0.0179,,1.0471,,0.0,,-0.0179,-0.0093
239817,Lu1Na1Pt9Si7Ti3,9f71e5002f,NaLuTi3Si7Pt9,"['Na', 'Si', 'Ti', 'Lu', 'Pt']",21,332.7944,11.4459,-6,P-6,174,hexagonal,-141.6096,-0.9267,-0.0416,,,,0.0,,-0.0416,-0.0227
240760,As8Hf1Na16Si1,a009cad379,Na16HfSiAs8,"['Na', 'Si', 'As', 'Hf']",26,676.6693,2.8805,-43m,F-43m,216,cubic,-86.4352,-0.4854,-0.0114,,0.4787,,0.0,,-0.0114,-0.0094
241279,Au12Ho11Na1Si12,a05d59199f,NaHo11(SiAu)12,"['Na', 'Si', 'Ho', 'Au']",36,725.8868,10.3808,m,Pm,6,monoclinic,-183.3626,-0.7566,-0.0818,,,,0.0,,-0.0818,-0.007
241958,Na1Pt4Si12Y7,a0d00954f3,NaY7(Si3Pt)4,"['Na', 'Si', 'Y', 'Pt']",24,471.5104,6.2078,mmm,Cmmm,65,orthorhombic,-157.5015,-0.8969,-0.0945,,0.0042,,0.0,,-0.0943,-0.0091
241969,Ho1Ir6Na1Si14,a0d19ff62f,NaHo(Si7Ir3)2,"['Na', 'Si', 'Ho', 'Ir']",22,336.8174,8.5508,-3,R-3,148,trigonal,-148.1149,-0.6011,-0.044,,0.003,,-0.0,,-0.0438,-0.043
242037,B24C2Na1Si2Y1,a0dbb86430,NaYSi2(B12C)2,"['B', 'C', 'Na', 'Si', 'Y']",30,252.0074,2.9754,m,Cm,8,monoclinic,-203.4882,-0.203,-0.045,,,,0.0,,-0.045,-0.0447
242564,Ga1Na2Pt6Si3,a1372c5576,Na2Ga(SiPt2)3,"['Na', 'Si', 'Ga', 'Pt']",12,206.5615,11.0171,m,Cm,8,monoclinic,-66.5198,-0.6788,-0.1046,,0.0213,,0.0,,-0.1038,-0.0447
242913,Ir6Na1Si14Zr1,a1737bd284,NaZr(Si7Ir3)2,"['Na', 'Si', 'Zr', 'Ir']",22,333.9917,8.2567,-3,R-3,148,trigonal,-151.3961,-0.57,-0.0299,,0.0317,,0.0,,-0.0297,-0.0287
244009,Ir19Lu3Na2Si12,a2343eb375,Na2Lu3Si12Ir19,"['Na', 'Si', 'Lu', 'Ir']",36,562.8601,13.4529,mm2,Amm2,38,orthorhombic,-278.083,-0.8011,-0.122,,0.0023,,0.0,,-0.1217,-0.1052
244422,Ga3Na2Pt4Si1,a27603e090,Na2Ga3SiPt4,"['Na', 'Si', 'Ga', 'Pt']",10,183.9591,9.6005,4mm,P4mm,99,tetragonal,-47.6428,-0.6205,-0.106,,0.0127,,0.0,,-0.1051,-0.0388
245019,As12Hf2Na20Si2,a2e257792a,Na10HfSiAs6,"['Na', 'Si', 'As', 'Hf']",36,866.8467,3.3945,2,P2_1,4,monoclinic,-131.3445,-0.5061,-0.0055,,0.8823,,0.0,,-0.0055,-0.0033
245267,Dy3Ir19Na2P6Si6,a310d1970c,Na2Dy3Si6P6Ir19,"['Na', 'Si', 'P', 'Dy', 'Ir']",36,557.1077,13.532,m,Pm,6,monoclinic,-278.2397,-0.8003,-0.1152,,0.0063,,0.0,,-0.1152,-0.0969
245558,Er4Ir19Na1P3Si9,a33fc5d012,NaEr4Si9P3Ir19,"['Na', 'Si', 'P', 'Er', 'Ir']",36,558.5728,13.9421,mm2,Amm2,38,orthorhombic,-285.1408,-0.9042,-0.083,,0.0055,,0.0,,-0.083,-0.0762
247035,Ir19Na4P7Sc1Si5,a43d3eea15,Na4ScSi5P7Ir19,"['Na', 'Si', 'P', 'Sc', 'Ir']",36,550.4557,12.5079,m,Pm,6,monoclinic,-267.0923,-0.6256,-0.1128,,0.0067,,0.0,,-0.1128,-0.0854
249076,Na1P4Pb2Pd20Si2,a592eb88c3,NaSi2P4(Pd10Pb)2,"['Na', 'Si', 'P', 'Pd', 'Pb']",29,462.8485,9.8512,4/mmm,I4/mmm,139,tetragonal,-159.9225,-0.5198,-0.0461,,,,0.0,,-0.0461,-0.0358
251741,Na8Si8Te20,a754776448,Na2Si2Te5,"['Na', 'Si', 'Te']",36,1240.3871,3.9634,mm2,Pna2_1,33,orthorhombic,-139.1196,-0.6186,-0.0342,,1.3232,,0.0,,-0.0342,-0.0009
253699,Na1Rh6Sc1Si14,a8a721b936,NaSc(Si7Rh3)2,"['Na', 'Si', 'Sc', 'Rh']",22,329.4018,5.4372,-3,R-3,148,trigonal,-139.8766,-0.5492,-0.0004,,0.012,,0.0,,-0.0002,-0.0001
